"gene","log2FC","pval"
"ENSG00000047936",5.93824301431097,0.376571380714869
"ENSG00000177508",2.98868468677217,0.38341138605157
"ENSG00000006128",2.63656157808954,0.123782671859348
"ENSG00000122133",7.63869448465895,0.374905315005649
"ENSG00000211677",3.37978474421192,0.320866752713608
"ENSG00000211893",2.48410288142029,0.443256776085221
"ENSG00000211598",2.99528376487189,0.38446808336512
"ENSG00000226278",2.22072315538265,0.434618827732772
"ENSG00000239951",3.2207838861705,0.366551936580119
"ENSG00000249307",1.86086765483135,0.391934466302378
"ENSG00000196091",1.86462335975908,0.168298138132719
"ENSG00000197430",2.50859942687026,0.347945991329023
"ENSG00000170421",5.32518050856547,0.37146176233866
"ENSG00000239855",7.48637796626352,0.371663003319288
"ENSG00000131771",1.95620113231547,0.255186148717013
"ENSG00000156234",5.28427396742374,0.331884772974956
"ENSG00000137809",3.00280044418096,0.400863821497728
"ENSG00000188257",2.09465156919989,0.257911613587751
"ENSG00000171724",2.00201388277809,0.37890932556472
"ENSG00000165949",2.1311297512716,0.107419334395441
"ENSG00000213139",4.01059826738495,0.3337206103483
"ENSG00000132465",3.19316818268548,0.350219244678529
"ENSG00000138755",4.77548440677058,0.374259586662534
"ENSG00000173432",2.31437921293824,0.437836207320134
"ENSG00000141469",4.62245728861706,0.281521963616018
"ENSG00000170290",3.42756999105073,0.261893726092712
"ENSG00000129038",2.70388513797872,0.409965501228468
"ENSG00000211897",4.65814761795829,0.375136357060218
"ENSG00000114270",3.11214090635506,0.402283955009047
"ENSG00000169245",4.29661472649695,0.296106566621317
"ENSG00000101825",2.23710316100901,0.451492801390566
"ENSG00000175356",3.58023833986789,0.368610890796603
"ENSG00000166741",2.37946383626653,0.186816069568438
"ENSG00000211896",3.36514960145188,0.324319887681904
"ENSG00000175782",3.49846763144133,0.377778280547675
"ENSG00000137441",4.31124278076596,0.383564949648709
"ENSG00000211592",2.79360914588178,0.360953003706865
"ENSG00000111581",3.4470148431801,0.384574102755616
"ENSG00000132434",3.10044968451751,0.214607502480789
"ENSG00000135679",3.04651007325957,0.385378283016321
"ENSG00000132432",2.96760916391431,0.152269937216512
"ENSG00000163359",3.85653019851021,0.376679095832475
"ENSG00000130635",3.22169559511665,0.388502225915345
"ENSG00000240583",2.16394992432028,0.249001106180613
"ENSG00000108821",3.21579186558202,0.392405787256079
